Request ID,Booking ID,Room ID,Room_Number,Room_Type,Request_Type,Capacity,Occupants,Client,Menu_ID,Menu_Name,orders,Time,Days,Room_Rate,Hotel_Cost,Food_Cost,Total_Cost,Request Start Date
3520,7353,3,S0,conference_room_small,wedding,15,47,Antwan Bailey,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-01-11
3520,7354,3,S1,conference_room_small,wedding,15,47,Antwan Bailey,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-01-11
3520,7355,3,S2,conference_room_small,wedding,15,47,Antwan Bailey,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-01-11
3520,7356,3,S12,conference_room_small,wedding,15,47,Antwan Bailey,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-01-11
3521,7357,2,D24,double_room,business,3,2,Burr Zboncak,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-03-13
3522,7358,4,N105,normal_room,holiday,1,5,Harrell Wolf,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-09
3522,7359,4,N106,normal_room,holiday,1,5,Harrell Wolf,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-09
3522,7360,4,N107,normal_room,holiday,1,5,Harrell Wolf,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-09
3522,7361,4,N108,normal_room,holiday,1,5,Harrell Wolf,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-09
3522,7362,4,N109,normal_room,holiday,1,5,Harrell Wolf,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-09
3523,7363,4,N165,normal_room,holiday,1,6,Ms. Cleola Gislason,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-10
3523,7364,4,N166,normal_room,holiday,1,6,Ms. Cleola Gislason,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-10
3523,7365,4,N167,normal_room,holiday,1,6,Ms. Cleola Gislason,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-10
3523,7366,4,N168,normal_room,holiday,1,6,Ms. Cleola Gislason,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-10
3523,7367,4,N169,normal_room,holiday,1,6,Ms. Cleola Gislason,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-10
3523,7368,4,N170,normal_room,holiday,1,6,Ms. Cleola Gislason,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-10
3524,7369,2,D28,double_room,business,3,4,Earlie Rohan,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-03-17
3524,7370,2,D29,double_room,business,3,4,Earlie Rohan,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-03-17
3525,NULL,NULL,NULL,NULL,business,NULL,3,Charlie McGlynn,NULL,NULL,NULL,NULL,2,NULL,NULL,0,NULL,2016-03-15
3526,7371,2,D72,double_room,business,3,2,Robley Gislason,NULL,NULL,NULL,NULL,6,100,600,0,600,2016-03-08
3527,7372,4,N122,normal_room,holiday,1,4,Mr. Edward Breitenberg,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-08
3527,7373,4,N123,normal_room,holiday,1,4,Mr. Edward Breitenberg,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-08
3527,7374,4,N124,normal_room,holiday,1,4,Mr. Edward Breitenberg,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-08
3527,7375,4,N125,normal_room,holiday,1,4,Mr. Edward Breitenberg,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-08
3528,7376,2,D27,double_room,business,3,1,Mr. Irwin Lemke PhD,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-18
3529,7377,5,L17,conference_room_large,wedding,50,36,Ansley Beier,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-01
3530,7378,3,S118,conference_room_small,wedding,15,14,Eryn Muller DVM,2,beer,1,20:08:00,4,80,320,3.5,323.5,2016-02-12
3530,7378,3,S118,conference_room_small,wedding,15,14,Eryn Muller DVM,13,super soup,4,10:35:00,4,80,320,56,376,2016-02-12
3531,7379,1,X30,deluxe_room,business,3,2,Tyron Reinger,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-02-19
3532,7380,3,S95,conference_room_small,wedding,15,69,Dr. Holden Heaney,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-22
3532,7381,3,S96,conference_room_small,wedding,15,69,Dr. Holden Heaney,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-22
3532,7382,3,S97,conference_room_small,wedding,15,69,Dr. Holden Heaney,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-22
3532,7383,3,S98,conference_room_small,wedding,15,69,Dr. Holden Heaney,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-22
3532,7384,3,S99,conference_room_small,wedding,15,69,Dr. Holden Heaney,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-22
3533,7385,5,L36,conference_room_large,wedding,50,30,Waverly Wintheiser,8,deluxe-lunch,5,11:28:00,7,150,1050,50,1100,2016-01-25
3534,7386,5,L52,conference_room_large,party,50,39,Carmine Legros,1,soft-drink,1,16:01:00,4,150,600,3,603,2016-03-15
3534,7386,5,L52,conference_room_large,party,50,39,Carmine Legros,4,simple-breakfast,2,06:24:00,4,150,600,10,610,2016-03-15
3535,NULL,NULL,NULL,NULL,conference,NULL,14,Adelyn Cronin,NULL,NULL,NULL,NULL,7,NULL,NULL,0,NULL,2016-02-19
3536,7387,4,N44,normal_room,holiday,1,2,Mr. Kurt Reichel DDS,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-04
3536,7388,4,N45,normal_room,holiday,1,2,Mr. Kurt Reichel DDS,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-04
3537,7389,5,L33,conference_room_large,wedding,50,25,Velda Mraz DDS,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-02-15
3538,7390,1,X51,deluxe_room,holiday,3,3,Tammie Nitzsche,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-02-04
3539,7391,5,L3,conference_room_large,wedding,50,48,Merri Rosenbaum DDS,5,french-breakfast,2,07:09:00,1,150,150,14,164,2016-01-25
3540,7392,1,X3,deluxe_room,business,3,2,Dr. Shonna Parker,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-01-27
3541,7393,1,X47,deluxe_room,business,3,1,Kennard Harris,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-01-26
3542,7394,3,S100,conference_room_small,wedding,15,35,Brandyn Rogahn,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-21
3542,7395,3,S101,conference_room_small,wedding,15,35,Brandyn Rogahn,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-21
3542,7396,3,S102,conference_room_small,wedding,15,35,Brandyn Rogahn,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-21
3543,7397,4,N66,normal_room,holiday,1,2,Jamil Bins,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-21
3543,7398,4,N67,normal_room,holiday,1,2,Jamil Bins,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-21
3544,7399,5,L53,conference_room_large,conference,50,20,Vince Mosciski IV,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-03-15
3545,7400,1,X62,deluxe_room,holiday,3,1,Ferd Ullrich,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-03-18
3546,7401,3,S97,conference_room_small,wedding,15,35,Maxie Heaney DVM,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-02-29
3546,7402,3,S100,conference_room_small,wedding,15,35,Maxie Heaney DVM,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-02-29
3546,7403,3,S101,conference_room_small,wedding,15,35,Maxie Heaney DVM,8,deluxe-lunch,5,19:18:00,6,80,480,50,530,2016-02-29
3547,7404,5,L43,conference_room_large,party,50,49,Phyllis Reilly PhD,0,water,1,05:00:00,7,150,1050,2.5,1052.5,2016-01-11
3547,7404,5,L43,conference_room_large,party,50,49,Phyllis Reilly PhD,4,simple-breakfast,2,14:14:00,7,150,1050,10,1060,2016-01-11
3547,7404,5,L43,conference_room_large,party,50,49,Phyllis Reilly PhD,14,coffee,4,12:21:00,7,150,1050,12,1062,2016-01-11
3548,7405,4,N114,normal_room,holiday,1,2,Sanford Cronin,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-27
3548,7406,4,N115,normal_room,holiday,1,2,Sanford Cronin,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-27
3549,7407,4,N116,normal_room,business,1,1,Hence Bailey,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-25
3550,7408,3,S103,conference_room_small,conference,15,12,Inell McLaughlin PhD,12,spareribs,4,13:00:00,5,80,400,68,468,2016-01-20
3551,7409,4,N101,normal_room,business,1,2,Crysta Rempel PhD,NULL,NULL,NULL,NULL,8,80,640,0,640,2016-01-02
3551,7410,4,N102,normal_room,business,1,2,Crysta Rempel PhD,NULL,NULL,NULL,NULL,8,80,640,0,640,2016-01-02
3552,7411,2,D34,double_room,business,3,5,Mrs. Avis Hane DVM,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-27
3552,7412,2,D35,double_room,business,3,5,Mrs. Avis Hane DVM,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-27
3553,7413,1,X11,deluxe_room,holiday,3,4,Mr. Devonta Hartmann,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-02-10
3553,7414,1,X12,deluxe_room,holiday,3,4,Mr. Devonta Hartmann,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-02-10
3554,7415,2,D46,double_room,business,3,2,Mr. Autry Hagenes,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-07
3555,7416,4,N136,normal_room,business,1,4,Marius Ledner,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-05
3555,7417,4,N137,normal_room,business,1,4,Marius Ledner,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-05
3555,7418,4,N138,normal_room,business,1,4,Marius Ledner,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-05
3555,7419,4,N139,normal_room,business,1,4,Marius Ledner,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-05
3556,7420,5,L22,conference_room_large,party,50,61,Mr. Khari Strosin DDS,6,deluxe-breakfast,4,06:30:00,2,150,300,48,348,2016-02-15
3556,7421,5,L25,conference_room_large,party,50,61,Mr. Khari Strosin DDS,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-02-15
3557,7422,5,L49,conference_room_large,conference,50,13,Wilfrid Will MD,1,soft-drink,4,15:07:00,6,150,900,12,912,2016-01-06
3558,7423,4,N142,normal_room,holiday,1,3,Tavares Predovic,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-02
3558,7424,4,N143,normal_room,holiday,1,3,Tavares Predovic,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-02
3558,7425,4,N144,normal_room,holiday,1,3,Tavares Predovic,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-02
3559,7426,1,X52,deluxe_room,holiday,3,5,Peyton Auer,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-02-06
3559,7427,1,X53,deluxe_room,holiday,3,5,Peyton Auer,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-02-06
3560,7428,3,S119,conference_room_small,conference,15,36,Georgine Hansen,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-14
3560,7429,3,S120,conference_room_small,conference,15,36,Georgine Hansen,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-14
3560,7430,3,S121,conference_room_small,conference,15,36,Georgine Hansen,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-14
3561,7431,4,N103,normal_room,holiday,1,3,Tabitha Lakin,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-01-01
3561,7432,4,N104,normal_room,holiday,1,3,Tabitha Lakin,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-01-01
3561,7433,4,N105,normal_room,holiday,1,3,Tabitha Lakin,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-01-01
3562,7434,1,X42,deluxe_room,business,3,3,Hoyt Hilll,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-03-24
3563,7435,5,L4,conference_room_large,party,50,57,Alexandrea Buckridge,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-01-03
3563,7436,5,L10,conference_room_large,party,50,57,Alexandrea Buckridge,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-01-03
3564,NULL,NULL,NULL,NULL,holiday,NULL,2,Laurine Ziemann PhD,NULL,NULL,NULL,NULL,1,NULL,NULL,0,NULL,2016-01-01
3565,7437,3,S106,conference_room_small,party,15,65,Tim Farrell,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-07
3565,7438,3,S107,conference_room_small,party,15,65,Tim Farrell,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-07
3565,7439,3,S108,conference_room_small,party,15,65,Tim Farrell,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-07
3565,7440,3,S109,conference_room_small,party,15,65,Tim Farrell,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-07
3565,7441,3,S110,conference_room_small,party,15,65,Tim Farrell,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-07
3566,NULL,NULL,NULL,NULL,wedding,NULL,33,Hertha Stroman,NULL,NULL,NULL,NULL,11,NULL,NULL,0,NULL,2016-01-22
3567,7442,2,D59,double_room,business,3,5,Miss Richelle Romaguera,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-03-20
3567,7443,2,D60,double_room,business,3,5,Miss Richelle Romaguera,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-03-20
3568,7444,5,L26,conference_room_large,conference,50,37,Yareli Quitzon,2,beer,4,04:24:00,3,150,450,14,464,2016-02-14
3568,7444,5,L26,conference_room_large,conference,50,37,Yareli Quitzon,9,steak 'n stuff,1,11:05:00,3,150,450,18,468,2016-02-14
3569,7445,1,X59,deluxe_room,holiday,3,1,Dr. Ruby Stracke,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-01
3570,7446,2,D60,double_room,business,3,3,Miss Essence Baumbach DDS,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-02-24
3571,7447,5,L32,conference_room_large,conference,50,39,Ozie Cormier,13,super soup,3,20:06:00,9,150,1350,42,1392,2016-03-23
3572,7448,2,D22,double_room,holiday,3,3,Cameron Lemke,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-01-07
3573,7449,1,X57,deluxe_room,holiday,3,4,Claudie Goodwin,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-20
3573,7450,1,X58,deluxe_room,holiday,3,4,Claudie Goodwin,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-20
3574,7451,5,L40,conference_room_large,party,50,29,Mrs. Odile Schmitt MD,11,vegetarian lasagna,5,07:44:00,2,150,300,80,380,2016-01-17
3575,7452,2,D39,double_room,holiday,3,1,Lesly Boehm,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-01-10
3576,7453,2,D59,double_room,business,3,1,Lilianna Schiller,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-02-21
3577,7454,4,N88,normal_room,holiday,1,3,Ginny Wyman,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-20
3577,7455,4,N89,normal_room,holiday,1,3,Ginny Wyman,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-20
3577,7456,4,N92,normal_room,holiday,1,3,Ginny Wyman,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-20
3578,7457,2,D22,double_room,holiday,3,4,Christine Shanahan,NULL,NULL,NULL,NULL,8,100,800,0,800,2016-03-13
3578,7458,2,D23,double_room,holiday,3,4,Christine Shanahan,NULL,NULL,NULL,NULL,8,100,800,0,800,2016-03-13
3579,7459,3,S111,conference_room_small,wedding,15,56,Dr. Joanie Hilpert DVM,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-16
3579,7460,3,S112,conference_room_small,wedding,15,56,Dr. Joanie Hilpert DVM,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-16
3579,7461,3,S113,conference_room_small,wedding,15,56,Dr. Joanie Hilpert DVM,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-16
3579,7462,3,S114,conference_room_small,wedding,15,56,Dr. Joanie Hilpert DVM,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-16
3580,7463,1,X64,deluxe_room,business,3,3,Sibyl Ortiz DDS,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-03-09
3581,7464,1,X33,deluxe_room,holiday,3,7,Salvatore Kulas III,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-25
3581,7465,1,X36,deluxe_room,holiday,3,7,Salvatore Kulas III,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-25
3581,7466,1,X37,deluxe_room,holiday,3,7,Salvatore Kulas III,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-25
3582,7467,1,X28,deluxe_room,holiday,3,2,Rosena Jacobs,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-01-07
3583,7468,2,D43,double_room,holiday,3,4,Mrs. Helaine Keebler DDS,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-02-28
3583,7469,2,D44,double_room,holiday,3,4,Mrs. Helaine Keebler DDS,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-02-28
3584,7470,4,N114,normal_room,business,1,4,Otis Schneider,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-12
3584,7471,4,N115,normal_room,business,1,4,Otis Schneider,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-12
3584,7472,4,N116,normal_room,business,1,4,Otis Schneider,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-12
3584,7473,4,N117,normal_room,business,1,4,Otis Schneider,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-12
3585,7474,5,L20,conference_room_large,wedding,50,46,Kunta Gusikowski,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-03-01
3586,7475,2,D24,double_room,holiday,3,3,Felicie Simonis DVM,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-01-08
3587,7476,1,X41,deluxe_room,business,3,3,Whitney Maggio,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-02-25
3588,7477,2,D49,double_room,holiday,3,7,Artie Denesik III,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-03-30
3588,7478,2,D50,double_room,holiday,3,7,Artie Denesik III,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-03-30
3588,7479,2,D51,double_room,holiday,3,7,Artie Denesik III,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-03-30
3589,7480,4,N148,normal_room,business,1,4,Almedia Wolf,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-31
3589,7481,4,N149,normal_room,business,1,4,Almedia Wolf,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-31
3589,7482,4,N150,normal_room,business,1,4,Almedia Wolf,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-31
3589,7483,4,N151,normal_room,business,1,4,Almedia Wolf,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-31
3590,7484,1,X25,deluxe_room,business,3,2,Armin Altenwerth,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-02-26
3591,7485,4,N105,normal_room,business,1,2,Mr. Thos Schaefer,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-03-03
3591,7486,4,N123,normal_room,business,1,2,Mr. Thos Schaefer,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-03-03
3592,7487,3,S138,conference_room_small,wedding,15,49,Mrs. Tiffany Hammes,14,coffee,4,21:39:00,6,80,480,12,492,2016-03-19
3592,7488,3,S139,conference_room_small,wedding,15,49,Mrs. Tiffany Hammes,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-19
3592,7489,3,S140,conference_room_small,wedding,15,49,Mrs. Tiffany Hammes,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-19
3592,7490,3,S141,conference_room_small,wedding,15,49,Mrs. Tiffany Hammes,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-19
3593,7491,5,L37,conference_room_large,wedding,50,38,Jaslyn Hansen,8,deluxe-lunch,4,19:02:00,4,150,600,40,640,2016-02-05
3593,7491,5,L37,conference_room_large,wedding,50,38,Jaslyn Hansen,12,spareribs,1,15:38:00,4,150,600,17,617,2016-02-05
3594,7492,4,N29,normal_room,business,1,1,Zayne McLaughlin,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-09
3595,7493,1,X43,deluxe_room,holiday,3,8,Plummer Russel,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-28
3595,7494,1,X44,deluxe_room,holiday,3,8,Plummer Russel,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-28
3595,7495,1,X46,deluxe_room,holiday,3,8,Plummer Russel,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-28
3596,7496,4,N33,normal_room,holiday,1,3,Deshaun Reynolds,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-02
3596,7497,4,N34,normal_room,holiday,1,3,Deshaun Reynolds,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-02
3596,7498,4,N35,normal_room,holiday,1,3,Deshaun Reynolds,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-02
3597,7499,2,D47,double_room,holiday,3,1,Mr. Benard Kirlin,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-03-06
3598,7500,4,N114,normal_room,business,1,3,Tammy Durgan,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-06
3598,7501,4,N138,normal_room,business,1,3,Tammy Durgan,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-06
3598,7502,4,N139,normal_room,business,1,3,Tammy Durgan,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-06
3599,7503,4,N152,normal_room,holiday,1,3,Felicity Bayer DVM,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-30
3599,7504,4,N153,normal_room,holiday,1,3,Felicity Bayer DVM,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-30
3599,7505,4,N154,normal_room,holiday,1,3,Felicity Bayer DVM,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-30
3600,7506,5,L34,conference_room_large,conference,50,34,Allean Bernhard,2,beer,2,05:43:00,4,150,600,7,607,2016-02-16
3601,7507,5,L56,conference_room_large,party,50,47,Claudie Schiller MD,6,deluxe-breakfast,3,21:56:00,6,150,900,36,936,2016-01-19
3602,7508,1,X11,deluxe_room,business,3,2,Armand Marquardt,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-11
3603,7509,1,X60,deluxe_room,holiday,3,3,Dr. Gustav Koepp III,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-02-29
3604,7510,1,X48,deluxe_room,business,3,1,Zain Pfannerstill V,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-01-28
3605,7511,1,X42,deluxe_room,holiday,3,6,Ms. Elsa Kessler,NULL,NULL,NULL,NULL,9,150,1350,0,1350,2016-02-18
3605,7512,1,X43,deluxe_room,holiday,3,6,Ms. Elsa Kessler,NULL,NULL,NULL,NULL,9,150,1350,0,1350,2016-02-18
3606,7513,1,X47,deluxe_room,holiday,3,3,Seaborn Wiegand,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-02-03
3607,NULL,NULL,NULL,NULL,holiday,NULL,3,Mr. Darren Morar,NULL,NULL,NULL,NULL,3,NULL,NULL,0,NULL,2016-03-25
3608,7514,3,S142,conference_room_small,wedding,15,35,Tyrek Gulgowski,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-21
3608,7515,3,S143,conference_room_small,wedding,15,35,Tyrek Gulgowski,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-21
3608,7516,3,S144,conference_room_small,wedding,15,35,Tyrek Gulgowski,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-21
3609,7517,4,N101,normal_room,holiday,1,6,Rahul Hartmann,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-29
3609,7518,4,N102,normal_room,holiday,1,6,Rahul Hartmann,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-29
3609,7519,4,N103,normal_room,holiday,1,6,Rahul Hartmann,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-29
3609,7520,4,N104,normal_room,holiday,1,6,Rahul Hartmann,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-29
3609,7521,4,N105,normal_room,holiday,1,6,Rahul Hartmann,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-29
3609,7522,4,N106,normal_room,holiday,1,6,Rahul Hartmann,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-29
3610,7523,2,D0,double_room,holiday,3,2,Dr. Chace Walsh I,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-03-14
3611,7524,4,N118,normal_room,business,1,6,Hildegard Wolff,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-11
3611,7525,4,N119,normal_room,business,1,6,Hildegard Wolff,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-11
3611,7526,4,N120,normal_room,business,1,6,Hildegard Wolff,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-11
3611,7527,4,N121,normal_room,business,1,6,Hildegard Wolff,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-11
3611,7528,4,N122,normal_room,business,1,6,Hildegard Wolff,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-11
3611,7529,4,N126,normal_room,business,1,6,Hildegard Wolff,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-11
3612,7530,2,D63,double_room,business,3,2,Faustino Dibbert,0,water,1,12:41:00,11,100,1100,2.5,1102.5,2016-01-25
3613,7531,3,S87,conference_room_small,wedding,15,42,Sarrah Bode,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-24
3613,7532,3,S88,conference_room_small,wedding,15,42,Sarrah Bode,10,surf 'n turf,2,03:40:00,4,80,320,34,354,2016-02-24
3613,7533,3,S89,conference_room_small,wedding,15,42,Sarrah Bode,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-24
3614,7534,5,L17,conference_room_large,conference,50,25,Roxanna Rodriguez,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-02-19
3615,7535,4,N50,normal_room,holiday,1,2,Bristol Christiansen,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-16
3615,7536,4,N51,normal_room,holiday,1,2,Bristol Christiansen,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-16
3616,7537,2,D50,double_room,holiday,3,6,Heather Keebler,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-26
3616,7538,2,D51,double_room,holiday,3,6,Heather Keebler,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-26
3617,7539,1,X44,deluxe_room,holiday,3,4,Dr. Anjelica Kub MD,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-02-25
3617,7540,1,X45,deluxe_room,holiday,3,4,Dr. Anjelica Kub MD,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-02-25
3618,7541,2,D49,double_room,holiday,3,2,Ivy Ziemann,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-01-23
3619,7542,1,X33,deluxe_room,holiday,3,4,Leighton Towne,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-02-22
3619,7543,1,X36,deluxe_room,holiday,3,4,Leighton Towne,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-02-22
